31,0.038502,0.026832,1.8832,1.3202,2.8263,0.24915,0.12171,258.09,1236
32,0.87519,0.42474,3.4631,1.9651,3.5334,0.54144,1.5948,142.24,1390
33,0.98243,0.45106,4.5117,1.7448,2.6974,0.25862,1.2429,132.85,1409
34,0.38697,0.41972,1.3647,2.0261,3.4352,0.27917,0.50347,226.01,1418
35,0.023754,0.031786,1.9917,2.3538,1.7355,0.76962,1.2101,217.7,1425
36,0.013424,0.011655,1.8467,1.8149,2.424,0.13563,0.16587,265.05,1463
37,0.55148,0.951,1.9452,1.7638,1.5701,0.35283,0.46259,243.05,1542
38,0.15526,0.04693,1.3701,2.6627,0.72224,0.031552,-0.57323,259.75,1543
39,0.14819,0.8994,1.7151,2.0955,1.2729,0.043701,-0.55707,265.41,1578
40,0.21132,0.6466,1.9622,1.7304,3.219,0.89492,1.0016,209.64,1587
41,0.12164,0.10634,1.6773,2.3491,1.4822,0.081388,0.56934,232.09,1591
42,0.28043,0.95444,0.72948,1.7824,1.823,0.012298,0.58351,250.6,1592
43,0.73363,0.9563,1.4057,0.6808,1.8414,0.90172,0.20591,246.16,1593
44,0.57545,0.28154,1.8697,1.4211,3.3043,0.59548,1.3271,166.06,1595
45,0.029789,0.14425,2.0618,2.1633,1.7081,0.75358,0.32874,261.81,1611
46,0.060161,0.092366,1.8445,3.1341,1.1978,0.030491,0.39086,263.7,1631
47,0.027319,0.068593,1.909,1.927,2.0612,0.35391,-0.39232,264.37,1688
48,0.0027597,0.53322,1.9834,1.9723,1.9298,0.47318,-0.043385,265.34,1701
49,0.014032,0.5831,1.9848,1.8907,1.9896,0.31058,-0.053631,266.44,1705
50,0.34016,0.79529,1.1758,1.4031,2.4226,0.73222,0.65132,252.44,1708
51,0.78597,0.24842,3.1488,1.4826,3.2811,0.18149,2.6444,92.795,1712
52,0.84797,0.58741,1.4991,3.3929,2.5493,0.84874,1.0733,148.37,1714
53,0.8606,0.36527,3.3923,1.1897,2.6482,0.35467,2.0251,131.44,1729
54,0.021143,0.0058198,1.9444,2.5421,1.7404,0.8258,-0.22922,249.42,1730
55,0.86677,0.41668,3.612,0.79951,2.8013,0.1846,1.4538,176.23,1732
56,0.50247,0.24741,1.5031,2.1773,1.3193,0.22218,1.2134,219.63,1755
57,0.60167,0.91176,2.5121,3.1541,0.98508,0.42188,0.42038,244.81,1780
58,0.0010366,0.54543,1.9645,1.9869,1.9279,0.4618,0.05303,269.58,1790
59,0.50024,0.96389,0.8825,1.3238,1.0414,0.56778,0.45935,258.59,1791
60,0.72995,0.17535,4.1177,0.80174,2.2313,0.32167,2.9086,94.574,1800
61,0.14546,0.23806,2.7762,1.7614,1.7195,0.023394,1.3008,228.85,1815
62,0.088083,0.13041,1.8852,2.35,1.5186,0.14087,0.39247,255.45,1817
63,0.80629,0.98143,1.5474,1.1309,1.4406,0.97434,0.70184,228.86,1846
64,0.52068,0.85215,1.8346,1.8548,1.7298,0.60485,0.45061,250.38,1872
65,0.43186,0.97495,0.96466,1.3318,1.5132,0.96454,0.58614,233.54,1882
66,0.052967,0.18459,1.57,1.5325,2.914,0.46598,0.0081314,262.58,1883
67,0.058655,0.070399,1.8729,2.3052,1.1699,0.070242,0.38812,257.27,626
68,0.92756,0.98334,1.6153,0.84887,1.2735,0.94282,1.2803,215.62,909
69,0.21818,0.15653,2.7296,1.3348,2.6312,0.17544,0.94607,210.83,910
70,0.54628,0.79508,0.79794,2.2845,2.2203,0.49812,0.3528,242.31,972
71,0.00085027,0.51773,1.9285,1.9969,1.9672,0.48154,-0.1778,256.46,1142
72,0.32076,0.974,1.8022,1.5792,3.7697,0.9824,0.23231,243.86,1295
73,0.57993,0.64009,2.0679,2.9688,3.252,0.44869,1.2343,163.18,1667
74,0.62874,0.25351,3.2755,2.3938,4.292,0.97005,1.3541,113.79,1859
75,0.21232,0.51389,1.6036,1.6599,2.5624,0.8039,0.37525,255.98,1886
76,0.80916,0.71525,1.4741,1.4624,3.6932,0.18477,1.8712,146.11,1893
77,0.65397,0.9699,0.64237,1.0975,1.5755,0.75355,0.63355,250.56,1898
78,0.80004,0.31691,2.1377,1.0935,4.0821,0.9225,2.2339,110.4,1909
79,0.17458,0.46713,2.0796,1.5305,2.4923,0.31093,0.23085,258.91,1910
80,0.52834,0.12681,1.6435,1.4054,1.4819,0.44528,1.9334,157.44,1779
