51,0.45518,3.2863,2.9845,5.651,0.2314,2.6795,89.499,1712
52,0.81952,1.3756,3.2641,2.8407,0.95672,1.1955,147.33,1714
53,0.57159,3.7696,2.3402,4.2487,0.30759,1.9365,132.81,1729
54,0.02991,3.7993,3.6396,2.521,0.73794,-0.1109,251.54,1730
55,0.74016,4.2598,1.0876,3.3581,0.22622,1.4508,174.67,1732
56,0.19636,1.64,2.9682,1.8605,0.37521,1.2511,219.98,1755
57,0.74209,1.6113,2.1056,0.74133,0.57787,0.33182,243.03,1780
58,0.00071802,1.972,1.9904,1.9363,0.47489,0.052966,269.66,1790
59,0.94409,0.53862,0.659,0.67761,0.80706,0.44969,259.33,1791
60,0.31534,4.5008,2.2862,5.1255,0.26863,2.8674,90.933,1800
61,0.47301,1.7979,1.946,1.0672,0.0087445,1.2222,227.21,1815
62,0.12664,1.7472,2.2687,1.0842,0.073696,0.39834,256.14,1817
63,0.94746,1.3566,1.0244,1.2591,0.99564,0.67851,228.46,1846
64,0.76456,1.4615,0.95534,1.1617,0.81661,0.45514,252.15,1872
65,0.67419,0.5896,0.89296,0.91569,0.82695,0.69792,239.29,1882
66,0.089625,1.0864,1.1849,1.9099,0.24554,0.011656,263.2,1883
67,0.10306,1.6803,2.8944,0.98879,0.075994,0.37964,257.18,626
68,0.7927,1.9383,1.0211,1.4016,0.95337,1.2335,214.55,909
69,0.17567,2.9829,1.7135,3.2074,0.24835,0.92799,209.3,910
70,0.72686,0.75815,1.4781,1.6808,0.65125,0.33186,241.49,972
71,0.00074343,1.9308,1.9984,1.9706,0.49688,-0.17793,256.53,1142
72,0.76958,0.92725,0.83224,1.8786,0.92517,0.27376,244.65,1295
73,0.54226,1.9922,3.2883,3.6291,0.61236,1.1503,158.35,1667
74,0.65258,2.9416,3.8695,5.6983,0.9832,1.1856,105.38,1859
75,0.25063,1.5103,1.2897,2.1356,0.75425,0.37878,255.54,1886
76,0.74075,1.4612,1.7333,4.2458,0.18363,1.871,141.1,1893
77,0.97274,0.44591,0.66226,1.1088,0.93925,0.6302,251.48,1898
78,0.44962,2.8881,2.3529,6.5717,0.39699,2.1867,105.81,1909
79,0.20718,1.5679,1.0443,1.7484,0.22715,0.23165,259.21,1910
80,0.24431,2.5379,2.3687,3.2324,0.44229,2.1603,155.97,1779
