1,0.065522,0.4575,1.4054,1.905,2.7127,0.72192,0.16803,190.65,829
2,0.36519,0.10468,4.3143,0.87345,2.1636,0.94994,1.255,116.98,1055
3,0.21296,0.67387,2.6962,1.6915,1.7968,0.074363,0.065573,154.75,1456
4,0.9712,0.72639,4.1167,1.3377,4.9328,0.49149,0.56521,124.52,1617
5,0.058482,0.18663,1.4465,1.5736,3.2251,0.12248,-0.03027,192.65,1816
6,0.36769,0.82948,1.4777,1.9207,2.2588,0.12372,-0.18755,178.27,1829
7,0.033845,0.0099957,2.1671,1.7057,2.3963,0.32786,-0.049716,194.3,1964
8,0.8223,0.74235,4.8806,2.0758,3.7953,0.69114,0.92477,114.89,1973
9,0.025393,0.0093334,1.9698,2.0097,2.1401,0.64319,0.14875,191.88,1974
10,0.05708,0.011763,2.7796,1.979,2.0783,0.071126,-0.65155,149.91,1976
11,0.041196,0.082127,2.0692,2.3591,1.4915,0.21296,-0.1978,182.31,1982
12,0.49057,0.48485,0.69444,0.84051,4.5247,0.43636,1.024,152.15,2002
13,0.59395,0.96638,2.4457,1.2863,2.6958,0.92568,0.7724,161.86,2006
14,0.030915,0.0094824,1.9614,1.2878,3.1963,0.52895,-0.13237,192.37,2007
15,0.048298,0.072775,1.0623,1.4095,3.7647,0.056688,1.0863,153.96,2010
16,0.0016439,0.53377,1.9823,1.9606,1.9427,0.39177,-0.16541,191.51,2012
17,0.095907,0.024137,1.4458,1.7179,3.3528,0.84373,-0.39237,135.47,2059
18,0.99637,0.99438,0.86037,2.3804,0.81557,0.96416,-0.52668,160.22,2075
19,0.018625,0.067326,1.5445,1.8531,2.7139,0.34231,0.049247,175.77,2076
20,0.47025,0.9748,1.4498,1.0625,1.9394,0.92462,0.15863,186.09,2083
21,0.64088,0.9832,2.2279,4.2227,3.1919,0.98583,0.77443,119.17,2102
22,0.63673,0.85694,2.3654,2.687,2.3979,0.9798,0.69645,138.21,1236
23,0.10509,0.57412,1.7441,1.6939,2.6284,0.046175,-0.10181,196.99,1237
24,0.60863,0.18624,4.7749,0.83911,2.4537,0.85362,0.71996,133.4,1238
25,0.98244,0.76866,4.4242,1.118,5.0806,0.54119,1.2512,110.15,1275
26,0.10103,0.21735,1.6835,1.7109,2.8271,0.089565,-0.21135,187.07,1363
27,0.04839,0.64832,1.93,1.8093,2.1536,0.057898,0.098941,170.51,1364
28,0.023669,0.068295,2.2063,2.2549,1.4872,0.80419,-0.33617,198.47,1385
29,0.76808,0.27253,3.138,1.1907,1.5162,0.46094,2.4042,110.34,1506
30,0.54267,0.29528,2.0428,1.1249,3.1033,0.76404,0.56936,153.38,1600
31,0.0018553,0.52313,1.9743,1.9462,1.9707,0.34789,-0.30087,182.21,1834
32,0.078554,0.031777,3.037,2.0211,1.1303,0.087369,-0.39262,182.68,1835
33,0.11391,0.039511,3.2591,1.1684,2.0164,0.51846,-0.1669,178.76,1864
34,0.54279,0.56293,3.2431,1.3074,2.8928,0.38732,1.4383,143.82,1906
35,0.036158,0.03281,2.1898,2.7907,1.0678,0.86038,-0.50687,193.05,1907
36,0.62448,0.43132,5.2709,1.1197,2.1864,0.27906,0.92446,162.3,1949
37,0.6525,0.81688,1.2728,3.1538,2.2519,0.38505,1.0711,150.97,1955
38,0.97583,0.99514,2.3511,1.4055,3.3561,0.99263,0.3404,141.71,1956
39,0.82501,0.98102,1.0916,1.2056,2.6352,0.9002,0.82912,141.76,1963
40,0.30258,0.098487,1.5485,3.7526,2.3264,0.97003,0.42089,141.3,2009
41,0.30697,0.34978,2.7802,1.7083,1.3678,0.05407,0.87376,178.38,2077
42,0.98537,0.96803,6.133,1.1286,2.7258,0.45623,0.27462,133.35,2079
43,0.17538,0.10608,1.7198,2.6414,1.9223,0.73138,0.76478,135.05,2081
44,0.063924,0.028684,1.3307,1.2111,3.9245,0.41155,-0.75613,172.32,2082
45,0.87324,0.37802,3.1472,2.5657,2.2401,0.95622,1.3537,117.2,2089
46,0.0021297,0.52194,1.973,1.987,1.9322,0.46226,-0.21677,199.44,2091
47,0.76848,0.53319,3.9862,1.906,2.9066,0.30971,1.5978,110.99,2095
48,0.11951,0.39771,1.8122,1.9808,2.297,0.56436,0.35282,174.54,2105
