49,0.10278,0.15666,1.6677,1.7658,2.1427,0.69018,-0.51801,188.89,2119
50,0.0044446,0.43303,1.9728,1.9477,2.0075,0.40074,0.044829,191.76,2125
51,0.78709,0.91316,2.8346,0.7712,2.6247,0.088006,0.94957,154.8,2139
52,0.72268,0.22465,3.5126,1.1251,1.7824,0.50969,0.62275,153.86,2140
53,0.38753,0.54347,2.9237,1.9136,1.5544,0.30498,-0.030173,153.9,2148
54,0.11771,0.29007,1.9421,1.3318,3.3987,0.77982,1.0962,162.39,2151
55,0.81865,0.42614,3.75,0.94796,3.5816,0.67644,2.2781,98.453,2152
56,0.84207,0.99117,3.4395,2.1154,3.0896,0.99212,1.2853,110.65,2153
57,0.36588,0.097933,3.5075,1.2246,1.7198,0.3249,1.025,138.5,2159
58,0.7564,0.50771,3.0996,1.3828,2.7439,0.41404,1.0182,135.15,2162
59,0.3932,0.49274,1.0426,2.4329,3.0531,0.33322,0.30333,179.6,2169
60,0.071497,0.0094214,1.6749,1.4675,3.859,0.29505,-0.58306,98.725,2197
61,0.024819,0.032728,1.9176,2.3083,1.9387,0.78094,-0.16675,192.49,2243
62,0.84043,0.99565,2.3621,0.87764,5.1532,0.99668,1.0633,132.84,2246
63,0.39103,0.40501,0.90113,1.2987,4.1079,0.51361,1.3304,151.2,2251
64,0.27911,0.28302,1.7907,2.9513,0.7818,0.81727,0.97821,169.34,2253
65,0.030661,0.071144,1.7915,1.6027,2.6358,0.57539,0.5944,192.46,2254
66,0.99138,0.97288,2.8281,0.95566,1.8971,0.99222,0.8295,146.99,2278
67,0.74929,0.72009,2.1343,1.7642,4.3303,0.45736,0.45281,130.85,2291
68,0.99333,0.99183,3.1631,1.1862,2.567,0.62545,1.2771,131.3,2292
69,0.091172,0.6673,1.9071,1.7461,2.214,0.25282,-0.20397,199.91,2293
70,0.43343,0.34319,2.0626,1.4896,2.9403,0.76776,2.4712,95.7,2298
71,0.98428,0.99174,1.7416,3.6835,1.6066,0.84432,0.91578,131.92,2299
72,0.64201,0.28643,3.1943,1.2219,2.1722,0.41829,2.8424,104.35,2300
73,0.044369,0.52793,1.8854,1.9956,2.1095,0.65554,-0.268,196.68,2302
74,0.69876,0.43227,1.0286,0.78754,4.4467,0.84142,-0.011601,133.97,2303
