49,0.093454,1.6977,1.2152,1.914,0.20228,-0.49991,191.21,2119
50,0.0046525,1.9631,1.9328,2.008,0.30063,0.044688,191.81,2125
51,0.87412,2.7244,0.70172,2.3937,0.10311,0.93659,154.17,2139
52,0.5824,4.1412,1.8108,2.4787,0.28286,0.66191,152.87,2140
53,0.49331,2.4486,1.2484,1.4069,0.4153,-0.019302,154.06,2148
54,0.19803,1.8582,0.89816,2.4734,0.74539,1.0996,162.44,2151
55,0.60995,4.5541,2.1385,4.9588,0.88419,1.9534,92.199,2152
56,0.91365,3.2605,1.9941,2.8282,0.91496,1.3657,111.26,2153
57,0.1118,3.1624,2.8462,3.3756,0.80642,1.0638,139.11,2159
58,0.61806,3.2535,1.5081,3.3825,0.62569,1.0398,136.26,2162
59,0.45304,0.86748,1.9863,2.7785,0.4858,0.29004,178.73,2169
60,0.051738,1.8918,8.822,8.4954,0.033584,-0.33652,106.39,2197
61,0.16038,1.7778,1.7698,1.3402,0.081806,-0.16601,192.28,2243
62,0.91014,2.3469,0.79945,4.9048,0.69394,1.1005,132.29,2246
63,0.45488,0.75358,1.2722,3.2485,0.47548,1.3262,153.34,2251
64,0.38573,1.4748,2.9192,0.71856,0.80146,0.93453,167.75,2253
65,0.032923,1.7474,1.7088,2.6791,0.24862,0.59947,192.4,2254
66,0.98853,2.7713,1.1467,1.8977,0.77305,0.86281,147.01,2278
67,0.82183,1.8332,1.6946,4.3481,0.57,0.4238,132.63,2291
68,0.78271,4.1,1.6146,3.0831,0.58494,1.177,128.87,2292
69,0.014878,1.8162,1.8817,2.1164,0.22156,-0.20259,200.44,2293
70,0.36445,2.0326,2.2147,4.0118,0.87469,2.3955,92.65,2298
71,0.94257,1.7037,5.1549,1.6652,0.84865,0.64661,127.57,2299
72,0.48761,3.1366,2.0707,3.219,0.52576,2.8056,101.62,2300
73,0.0093556,1.8373,1.9395,2.0829,0.47538,-0.26362,197.31,2302
74,0.25598,0.98768,1.3036,6.7833,0.8839,0.021384,135.03,2303
