1,0.012164,1.7971,1.8501,2.1847,0.16659,0.18006,192.3,829
2,0.15591,4.4844,1.9008,4.9668,0.89144,1.3335,116.42,1055
3,0.29769,2.3558,1.1356,1.1903,0.075345,0.060209,156.35,1456
4,0.82063,5.1077,1.3498,5.9537,0.47141,0.58268,122.11,1617
5,0.075605,1.2146,1.3606,2.4115,0.092587,-0.028698,193.32,1816
6,0.53546,1.0881,0.88804,1.6482,0.16685,-0.16324,179.56,1829
7,0.030265,2.5814,2.0299,3.096,0.38875,-0.017307,195.66,1964
8,0.82287,4.688,2.1734,4.041,0.82066,0.88522,112.28,1973
9,0.030413,2.5258,2.7292,2.3122,0.3137,0.21576,192.96,1974
10,0.028212,2.1827,4.3469,5.4235,0.78667,-0.47345,154.5,1976
11,0.068076,2.2561,2.0514,1.4359,0.10354,-0.19437,182.13,1982
12,0.45442,0.57299,0.59774,4.867,0.13684,1.0466,150.99,2002
13,0.82704,1.793,0.88262,2.0353,0.9452,0.77097,161.07,2006
14,0.025574,2.5911,3.0592,3.0071,0.8576,-0.098725,194,2007
15,0.03657,1.0835,1.7947,4.6879,0.041803,1.0859,155.04,2010
16,0.0013094,1.9855,1.9667,1.9465,0.40024,-0.16564,191.58,2012
17,0.055784,1.3635,3.1966,7.6169,0.8718,-0.36275,137.47,2059
18,0.94948,0.85045,2.8247,0.84508,0.81025,-0.55466,158.53,2075
19,0.020327,1.5148,1.9034,2.7004,0.47281,0.04876,175.69,2076
20,0.94012,1.0067,0.41189,1.14,0.94832,0.19052,188.4,2083
21,0.93387,1.7749,3.2954,2.274,0.99291,0.88913,119.41,2102
22,0.82691,2.3136,1.7366,1.9151,0.98578,0.87984,140.23,1236
23,0.17804,1.5507,1.4798,1.717,0.028233,-0.10984,197.22,1237
24,0.28376,5.171,2.0398,4.6682,0.95969,0.76955,136.75,1238
25,0.78809,6.1496,1.4771,5.4,0.74187,1.1546,107.63,1275
26,0.14944,1.2967,1.4041,2.6417,0.15619,-0.219,186.85,1363
27,0.016567,2.0218,1.8902,1.9276,0.14649,0.096928,170.77,1364
28,0.037245,2.2601,2.098,1.2209,0.73539,-0.34281,198.46,1385
29,0.54949,2.7528,1.8677,2.1453,0.66805,2.6316,111.35,1506
30,0.38659,2.1488,1.1765,3.9216,0.61596,0.61596,155.3,1600
31,0.0016496,1.9761,1.948,1.974,0.32889,-0.30095,182.27,1834
32,0.05156,3.1141,3.467,1.8891,0.28979,-0.28175,184.59,1835
33,0.056876,2.8855,1.9859,3.8635,0.57423,-0.13045,179.43,1864
34,0.55998,2.7601,1.3039,2.7807,0.75772,1.3817,142.06,1906
35,0.11927,2.3788,2.9736,0.9791,0.03392,-0.45873,193.76,1907
36,0.60599,5.5266,1.2249,2.4744,0.36442,0.93143,159.38,1949
37,0.73893,1.0244,2.9492,1.9775,0.56512,0.88868,145.93,1955
38,0.97409,2.456,1.8263,3.3495,0.8321,0.31523,140.15,1956
39,0.90557,0.95751,1.2914,2.4478,0.85857,0.79227,141.21,1963
40,0.23186,1.8807,5.1394,4.4298,0.93068,0.40803,135.79,2009
41,0.38307,2.6551,1.4018,1.4451,0.04505,0.8766,176.19,2077
42,0.99547,6.1866,1.1333,2.6686,0.35121,0.25683,133.15,2079
43,0.13766,1.9392,5.5174,2.874,0.61537,0.77905,134.87,2081
44,0.064662,1.5539,1.5884,5.1701,0.26775,-0.74671,172.13,2082
45,0.69417,4.1028,4.0324,3.2167,0.70841,1.3902,113.95,2089
46,0.0018667,1.9746,1.99,1.9337,0.47616,-0.21705,199.5,2091
47,0.71626,3.986,3.0918,3.21,0.40357,1.4196,106.23,2095
48,0.18967,1.4912,1.1538,1.4185,0.70484,0.37036,176.28,2105
