beta,alpha,lambda,pi,rho,w_low,w_high
2.03967054591342,0.0185486238457637,0.331229394642179,0.0400373823995821,-0.0198356734141187,4.01261268134129e-06,7.12922969343117e-07
3.36009150936956,0.291063780280684,0.685682057379161,0.165466280956582,0.0479458614563025,0.42730007309022,0.423911839903936
3.95178982739973,0.559741403357456,0.999999488671463,0.374733263088766,0.132522201539949,0.738392913434616,0.630545978045225
