beta,reward_coef,lambda,w_low,w_high,pi,rho,qval_coef
2.48400391203121,0.498686894903106,0.420780472726746,0.178209739837252,0.584354722828915,0.769744553012752,-0.174287026679571,0.106985782964022
3.48888185132785,0.92802952297236,0.999999853429107,0.718174003959305,0.999999987361756,0.397865881449267,-0.00456115158166908,0.551314782248842
2.862169348068,0.595499751089832,0.816364116793868,0.911606710675708,0.442578057956471,0.411206109053672,0.108934591045081,0.104929541910496
3.86307574124135,1.5730580560907e-10,0.380710088084607,1.29381466640214e-07,0.99999998482612,0.0558005786683846,-0.0303891905295794,0.150528162735084
2.8010231953527,0.740754596043736,0.999999653138498,0.741617142147446,4.60850028533037e-06,1.15946066823194,-0.250594377411959,0.125881892101359
3.36084283853473,2.5508513621642e-10,0.261544317396025,0.888175275305801,0.861110818468215,-0.0487528282748546,0.0582578555400354,0.609152434270097
2.526319251347,0.925353693545896,0.506637578562879,0.889718930975805,2.8261906260766e-07,0.925894975625288,-0.108362390659078,0.0847586637178439
2.40713852268742,0.14073235364575,0.999998347715448,0.924925621071902,0.241169175878191,0.136424984053932,0.29643564607999,0.999999827614138
0.806283906159615,0.999999323650399,0.318058218908793,0.632004900136318,0.40594807620828,1.01376875764159,1.12418587171985,0.0417958959794359
1.54130220403989,0.727228902702062,0.606928698610889,0.640755092590268,3.53723156931857e-08,1.48898412390735,-0.214293513131914,0.131705382896105
3.1372304629334,0.0377734684002011,4.78095349907627e-07,0.99999696441352,1.5202908659483e-06,-0.00228814578192646,-0.00746328586715205,0.0369598760362118
2.65337408431674,0.0114443813685527,0.813721868109448,0.507291546541758,0.925715758175505,0.102556376809463,0.316060313725781,0.248065171183214
2.1437875102324,0.183478813128862,0.797452788253628,0.999994349706789,2.0941726636551e-05,0.289113274554391,0.389659398514005,0.999987380784164
1.07357873995454,0.507007097326585,0.349223513744605,4.27904570864319e-07,1.99745180395655e-07,0.316174720357626,0.138530856004078,0.0535877070975703
1.61131207036325,0.0755939245689242,0.999999592153201,1.74773866951117e-07,0.19905597794789,0.0881776864763683,-0.198939022246149,0.0251028108418685
3.93132931197068,0.548878148679891,0.999999968527486,0.999999862199878,0.664229619158445,0.40001996644922,0.036272996656402,0.579741787649747
5.84200811602818,0.0474432095072286,0.98539483822051,0.925863661737347,0.055745541265226,0.102641093757119,-0.00352684868015453,0.598713624836383
0.751997194905655,0.932316183459872,0.999963067458646,0.999990982956128,1.44104776198221e-05,0.733407558923153,-0.0359992095457545,0.96037174356683
12.0817194178484,0.16679290799572,0.999999972426444,0.922207311061888,0.227436487727243,0.0932923945152192,-0.019584187800995,0.207498552108806
2.1687250554588,0.0792492108124178,0.999999918955409,3.28767856580462e-08,2.07963924497788e-08,-0.0174489058544975,0.34980514946414,0.0163167531388944
3.20811930745268,0.0126441729014803,0.511143146320068,0.0320591244661303,0.645888484216578,0.324491401077088,0.0815406623953016,1.85143782981726e-09
3.74878461339047,0.260597242948911,0.896115348069709,0.303822711745516,0.201596370116372,0.19836686412681,-0.0314093943173456,0.53051803253743
2.40099450758386,0.457481816104988,0.321011768980656,0.999895151500879,0.000297205098448233,0.0149890625768428,0.172025849737641,0.699856181854869
2.40070323271947,0.457545560312001,0.321216237367252,0.999580932551665,0.00118468200804534,0.0149718884102139,0.172036920152785,0.699758673017342
3.274503127087,0.00449706402393758,0.999999903496487,0.147921169653313,2.14354751531853e-08,0.0468378682558688,0.152877766405725,4.47461743834084e-11
2.78470517011504,0.365133283939487,0.999999981602055,1.94415626876291e-08,0.698361514365609,0.25122270596389,0.313840453293435,0.679166025329819
5.61789666358285,0.312347443857615,0.622921614183214,0.01483597024626,0.422770257877225,0.296471516987582,0.0558107119679005,0.701059546167849
3.48708838252193,7.5918582043734e-11,0.309378420710849,0.999999834118375,0.999999897025954,0.0635919555820583,0.569353415234439,0.00844772669580737
3.53785465696861,0.496498774144523,0.999999097512544,0.842687685062828,0.818534825585563,0.180724686203496,0.00909653545199563,0.200042821576435
1.81762741421432,0.658527728147463,0.999999975867618,1.65451410825784e-08,4.64252467673733e-08,0.30965135181372,-0.00367858005646773,0.424820365712206
2.68817363781574,0.024992690508096,0.99999990419053,0.98036258881232,0.806091509070383,0.397655003463495,0.0664977691321979,7.26414165231772e-11
5.63554324694559,0.296454119361855,0.911906286220398,0.0336172688043426,0.7258896773909,0.243153804484679,-0.0136242113594805,0.33264885290118
4.38694763442204,0.37995869937558,0.350710656865232,0.536674739035714,0.072214705478262,0.178514613818804,0.0364088857995413,0.199289866572548
3.10886532094946,0.546996968761403,0.42254398680954,1.90453559519467e-07,2.03413950503427e-07,0.359151132534786,-0.117966645019902,0.760682960727263
2.76052927434801,0.151988556132304,0.709215141563771,0.0198812156881142,0.999997510746275,0.12874221637969,0.235930588023261,0.0830816986742398
