32	0.47835	0.2352552	1.883542	1.967027	2.540402	0.8727758	0.9691887	187.38	sub129
33	0.7935507	0.5618368	3.219081	1.457048	3.178628	0.7622541	1.377851	158.07	sub12
34	0.9933704	0.9931532	5.610812	1.786142	2.847038	0.992082	0.6238054	152.31	sub130
35	0.7098429	0.7399765	1.791344	2.049615	3.236175	0.88204	2.091526	133.93	sub131
36	0.9951932	0.9931254	3.691148	1.390689	2.846901	0.6123298	0.5318341	185.96	sub132
37	0.9663484	0.9918527	3.940507	1.862802	3.175778	0.995336	0.9244882	135.23	sub133
38	0.1251055	0.04792103	2.539618	2.239942	1.799713	0.0459418	0.08606612	184.69	sub134
39	0.9863254	0.9918967	4.792559	1.255335	2.819673	0.9828316	0.3396197	181.27	sub135
40	0.5485937	0.1983033	3.2109	0.8011247	2.781985	0.4698069	1.508578	173.40	sub136
41	0.973368	0.9860882	0.5648297	0.6908639	1.987713	0.02322146	0.7383062	215.90	sub137
42	0.6887255	0.9512153	1.889975	4.359841	2.310633	0.8838113	1.420511	169.12	sub138
43	0.9686446	0.2888416	3.996968	2.594276	2.199902	0.2867652	1.550382	132.52	sub139
44	0.101988	0.0489262	2.230107	2.866628	1.741007	0.03256636	0.491995	203.10	sub13
45	0.8905602	0.8852607	2.648911	1.54319	2.844768	0.1937171	3.311812	105.45	sub140
46	0.201701	0.2250431	1.954685	1.925499	2.690811	0.68467	0.711149	228.31	sub141
47	0.2749049	0.8875641	1.26154	1.035813	3.05915	0.5893568	1.442909	220.63	sub142
48	0.9740659	0.09780599	8.118129	0.504582	1.998853	0.3654655	2.392394	105.98	sub143
49	0.2767983	0.208722	1.926727	3.3888	3.279001	0.9841699	1.47903	162.03	sub144
50	0.7106886	0.4169112	2.527655	1.861868	3.034048	0.5383757	2.266483	120.77	sub145
51	0.02370699	0.01131288	2.05455	2.2007	1.579544	0.1847446	0.1391329	245.65	sub146
52	0.541266	0.4720788	3.007569	1.993447	1.613631	0.5990954	0.8224637	220.81	sub147
53	0.3699272	0.1316651	2.355416	1.562085	2.493739	0.933759	1.87191	157.41	sub148
54	0.6799437	0.1319883	3.319745	1.158738	1.910158	0.9577981	0.7224652	183.98	sub149
55	0.5991498	0.4772208	2.867937	3.218564	3.408269	0.8021939	0.9812723	157.85	sub14
56	0.7948797	0.1693902	3.14981	1.073708	2.610658	0.9242654	0.8342174	171.71	sub150
57	0.7058453	0.555471	1.410803	1.736607	1.862013	0.0945555	3.390673	133.08	sub151
58	0.5692424	0.9368183	2.846455	1.293493	0.7023035	0.0349201	0.4059755	260.97	sub15
59	0.8321473	0.3668864	2.148128	1.057485	3.595591	0.04921946	3.20137	76.88	sub16
60	0.01811993	0.00211115	1.831585	0.878119	4.279667	0.09095859	1.409514	194.39	sub17
61	0.3459492	0.8802566	1.241393	1.084534	3.473995	0.4158974	0.5449264	221.40	sub18
62	0.8022096	0.4854912	3.331736	1.936357	1.910807	0.5336785	0.9783338	197.75	sub19
63	0.9169711	0.2961249	2.858385	1.367355	3.010792	0.9268669	-0.09842817	151.73	sub1
64	0.01199776	0.7235417	1.96623	1.952607	1.840942	0.5095841	0.151203	244.04	sub20
65	0.2369744	0.05186786	2.878465	2.157769	1.951616	0.7209314	0.2600269	195.89	sub21
66	0.6546295	0.4865692	5.546382	1.228127	2.781568	0.9723917	0.8886187	183.61	sub22
67	0.7013431	0.3823532	3.26285	1.696249	2.104065	0.05010801	2.188486	145.13	sub23
68	0.3640945	0.5458252	1.679027	2.123241	2.523969	0.5829203	0.4089667	245.71	sub24
69	0.2208318	0.3945853	1.136666	2.616343	1.578175	0.1062596	0.1830432	250.01	sub25
70	0.4907305	0.6540386	1.517164	3.161133	1.176294	0.1439251	0.1222015	251.60	sub26
71	0.8635362	0.3236146	3.023772	1.731446	3.420505	0.8753659	2.318426	88.64	sub27
72	0.4052433	0.1767161	2.31302	2.073061	1.66029	0.958776	0.1228097	231.82	sub28
73	0.2479328	0.8503424	1.90579	1.934401	2.225287	0.8995207	-0.008134328	238.62	sub29
74	0.5178987	0.5357366	1.49531	2.600265	3.019281	0.721469	0.4758252	221.54	sub2
75	0.7508508	0.9318935	1.727731	0.907568	1.624265	0.5219095	-0.2113796	250.96	sub30
76	0.2344391	0.295221	2.527911	1.781316	1.661788	0.02643428	-0.3666266	260.74	sub31
77	0.1215919	0.08774231	2.724873	1.759638	1.973458	0.8948039	0.8274286	222.46	sub32
78	0.1836688	0.5900235	1.211569	2.125053	2.787026	0.4944515	0.7833976	249.30	sub33
79	0.4678501	0.76768	1.480574	1.05712	4.0259	0.5729225	1.827865	181.29	sub34
80	0.8489785	0.595072	2.345591	1.229865	3.173255	0.2502285	1.256705	168.91	sub35
81	0.5980096	0.7021716	2.731423	2.063675	3.221722	0.4344846	0.4260914	214.45	sub36
82	0.3282635	0.7895196	0.9100804	1.889343	3.081115	0.2161431	0.09153222	249.18	sub37
83	0.001028907	0.5186717	1.962525	1.965011	1.965266	0.4079285	0.3293586	260.25	sub38
84	0.4647172	0.2379531	1.221877	2.513696	3.316772	0.9588985	0.2620905	205.37	sub39
85	0.03327088	0.00387531	2.260302	2.110666	1.59606	0.06465896	0.3209501	231.48	sub3
86	0.5118914	0.7463344	2.733657	1.014165	2.496363	0.2383789	0.1068456	247.81	sub40
87	0.09361754	0.1842184	2.030452	1.890153	2.377686	0.2355573	-0.1209298	221.22	sub41
88	0.4622402	0.4128156	2.447431	1.08394	3.190337	0.6433419	1.546852	191.88	sub42
89	0.4782017	0.5225965	2.01543	1.655298	2.298011	0.4436913	0.788917	234.25	sub43
90	0.08072741	0.05530024	1.170851	2.442223	1.6011	0.03672507	-0.604222	246.61	sub44
91	0.1913142	0.3852778	1.64173	2.755888	1.228681	0.3796041	0.1884787	227.08	sub45
92	0.02005228	0.01884523	1.82866	2.318994	1.849879	0.7642705	0.07148652	267.04	sub46
93	0.6942143	0.322636	2.384228	1.590343	2.33819	0.3254746	0.5410068	195.08	sub47
94	0.4011541	0.9416292	1.18669	1.628839	1.224363	0.3515122	0.5230668	258.23	sub48
95	0.6203191	0.7086577	2.588462	1.501324	3.526428	0.2703675	1.705632	168.16	sub49
96	0.8158777	0.3739167	1.085372	1.562832	1.23679	0.8765525	0.9750385	216.50	sub4
97	0.7088286	0.4437366	4.441494	1.614351	2.966584	0.6575396	1.18928	170.21	sub50
98	0.05981343	0.07290662	2.012314	2.350251	2.007112	0.7837496	-0.0510467	261.97	sub51
99	0.04613884	0.01171749	1.562193	1.320502	3.680695	0.8780951	0.9126755	112.72	sub52
100	0.7310262	0.9555047	3.303898	1.276286	2.128857	0.9652245	1.268678	196.21	sub53
101	0.5269305	0.2929446	3.111571	1.383896	2.361027	0.531215	0.922706	210.93	sub54
102	0.8604766	0.9794551	3.497877	0.8782052	2.513179	0.9815828	0.5131614	197.10	sub55
103	0.66524	0.5201943	3.238948	1.540288	3.546974	0.2938496	0.9959351	180.25	sub56
104	0.7775009	0.922687	2.482558	0.6217759	2.574628	0.5262716	-0.1437255	232.49	sub57
105	0.6145675	0.4396068	2.600533	1.413595	2.623308	0.4748699	0.2883678	218.45	sub58
106	0.6812497	0.3787002	3.979718	1.009086	2.332017	0.626531	0.5446962	217.80	sub59
107	0.4786783	0.1935467	1.730121	2.117618	1.989947	0.1822541	0.8574252	184.09	sub5
108	0.3546989	0.260523	2.484827	1.585061	2.352482	0.05814662	0.6549852	204.09	sub60
109	0.7005193	0.3767062	1.169512	2.305472	1.3441	0.8398664	0.2523221	214.67	sub61
110	0.1938761	0.1093658	3.221853	1.182253	2.965235	0.9435261	1.688081	152.12	sub62
111	0.5915639	0.5091108	1.516969	2.053716	3.995591	0.9306464	1.173127	176.60	sub63
112	0.5266001	0.961864	1.428092	0.970947	1.698218	0.4545074	0.4905801	238.64	sub64
113	0.9594894	0.6791456	6.310852	2.29734	3.330781	0.9416178	0.4810247	147.24	sub65
114	0.2441146	0.03736946	3.732581	0.4539875	2.504567	0.317947	2.347389	63.37	sub66
115	0.9351746	0.3335729	5.089132	0.8396748	2.707604	0.3760998	2.426437	109.86	sub67
116	0.4385671	0.4616177	2.813374	2.579336	3.558472	0.9585618	0.4349321	190.93	sub68
117	0.9302611	0.4215058	3.227496	1.640084	3.61584	0.4228513	1.460471	127.50	sub69
118	0.6689901	0.8691229	2.569217	1.897638	3.320025	0.7037237	1.56934	159.95	sub6
119	0.9321618	0.9725601	0.7012198	1.409755	1.912294	0.5729571	-0.7490371	231.65	sub70
120	0.8540424	0.346414	2.499699	2.588497	2.307181	0.6513474	1.786225	131.25	sub71
121	0.9024088	0.2371734	2.456929	1.108445	2.851323	0.3674287	2.719295	103.64	sub72
122	0.8665249	0.6307433	0.9764093	2.618426	4.321335	0.8703049	1.384598	120.78	sub73
123	0.5687932	0.3632397	1.904854	2.837377	2.808366	0.9247583	1.967567	144.16	sub74
124	0.9085748	0.2036544	4.132544	1.408733	1.873828	0.00806054	1.033683	143.14	sub75
125	0.7887021	0.9901723	0.7592014	1.302816	1.929866	0.9884832	0.2807815	226.82	sub76
126	0.8176835	0.9599044	1.317926	1.644151	2.214726	0.3545579	1.05751	209.00	sub77
127	0.5115161	0.9228849	1.661976	2.256172	1.89497	0.3224909	-0.06719106	253.26	sub78
128	0.5253385	0.3305879	3.056513	2.827757	1.241617	0.9364823	0.9632597	202.76	sub79
129	0.462885	0.280713	2.247712	1.329552	3.252954	0.1910276	1.629631	169.88	sub7
130	0.04675161	0.05827689	1.431512	1.530542	3.986067	0.9315016	0.4884189	218.24	sub80
131	0.5776209	0.3939447	2.304561	1.154104	3.085661	0.8808669	1.400257	180.16	sub81
132	0.8028227	0.9464605	2.197901	1.160637	2.180582	0.4974679	0.2130748	233.51	sub82
133	0.4297416	0.9265483	1.625353	2.1066	2.314541	0.9341264	1.145176	211.79	sub83
134	0.5402863	0.8792376	1.453501	2.076511	2.373249	0.04758652	1.69288	189.02	sub84
135	0.9094167	0.9208247	2.764231	1.414362	1.741076	0.7976175	1.079665	197.53	sub85
136	0.2426959	0.1657836	1.43077	3.458475	1.134437	0.4541808	0.4010752	209.85	sub86
137	0.1253118	0.8894498	1.601671	1.926785	1.843444	0.6299584	-0.08867266	265.17	sub87
138	0.9373978	0.2374814	4.711781	1.128209	2.296612	0.8471961	1.547838	157.64	sub88
139	0.2557662	0.1240643	2.813991	2.13092	2.767764	0.9608326	1.090884	196.60	sub89
140	0.8096372	0.8879691	3.263528	1.031695	2.654692	0.9030005	0.6677522	194.05	sub8
141	0.723683	0.9576016	1.591495	0.6963847	2.123397	0.1637899	1.333135	210.96	sub90
142	0.07956205	0.06010975	2.044158	1.426188	3.479292	0.1770068	1.971139	124.49	sub91
143	0.3067751	0.4889421	1.694238	1.655103	3.147588	0.7284371	1.008449	225.16	sub92
144	0.1762846	0.8008978	2.104559	2.061257	1.677429	0.0288114	-0.2764759	252.23	sub93
145	0.840134	0.9944757	4.211119	1.81223	3.277815	0.9949083	1.418246	139.90	sub94
146	0.2709012	0.1343171	3.710143	1.69552	3.261056	0.9639909	1.285367	183.96	sub95
147	0.2023084	0.5486609	1.481939	2.336616	1.852155	0.01772796	-0.7285467	248.03	sub96
148	0.8545792	0.9461441	2.658558	1.24668	1.569072	0.9830052	0.703762	212.67	sub97
149	0.1803459	0.1618228	1.984092	1.286581	3.701887	0.1579587	1.346403	163.47	sub98
150	0.5705883	0.8995884	3.100814	1.548672	1.387031	0.7010845	0.7159703	235.74	sub99
151	0.1731684	0.6472446	1.034533	2.13821	2.479981	0.08659883	1.575066	182.53	sub9
