1	0.2949152	0.3240656	0.8466574	2.320394	1.174944	0.01403201	0.8719839	233.48	sub100
2	0.86371	0.8436546	1.494546	3.319086	2.345478	0.5522422	2.043891	138.76	sub101
3	0.03176593	0.003024419	1.819121	2.606704	1.102878	0.5090906	-0.6817523	200.11	sub102
4	0.6616921	0.3546695	1.457942	3.557019	0.4348207	0.9298553	1.13409	187.36	sub103
5	0.9569475	0.6115948	5.098446	2.517895	4.098793	0.5568486	1.778041	118.41	sub104
6	0.7876016	0.3840165	2.769688	1.250314	3.446259	0.3369518	2.676558	104.69	sub105
7	0.000859476	0.4895268	2.004893	1.976222	1.923837	0.445107	1.120137	236.56	sub106
8	0.6056018	0.3878538	0.9251118	1.339063	2.289015	0.7357879	0.6115123	230.62	sub107
9	0.6383356	0.8257869	0.7932299	1.388355	2.476231	0.8721121	0.240238	237.60	sub108
10	0.468496	0.326002	3.246117	1.316917	2.726144	0.9566195	0.9379379	212.69	sub109
11	0.3078192	0.911537	0.6385378	1.235005	3.750036	0.01289184	-0.1093275	254.93	sub10
12	0.6255275	0.9682873	0.6639471	1.276566	2.199096	0.578634	-0.273828	242.20	sub110
13	0.9969142	0.996488	5.159756	1.062443	2.80213	0.8636456	1.103504	156.84	sub111
14	0.3221468	0.4549681	2.039755	3.955467	0.8426502	0.9680893	-0.3312148	252.46	sub112
15	0.1430518	0.9212929	2.041721	2.013989	1.721224	0.9233765	0.2397435	261.57	sub113
16	0.8320913	0.2553948	1.990162	2.134777	2.276873	0.5055768	4.79986	86.23	sub114
17	0.3732746	0.1051682	3.60757	1.741493	2.753188	0.9030496	0.8189942	122.16	sub115
18	0.9481812	0.2957943	5.24485	1.137564	2.857526	0.9052767	1.47542	134.36	sub116
19	0.4518305	0.5457819	3.017921	2.168861	4.536179	0.9372565	1.312644	159.54	sub117
20	0.8896595	0.2895684	3.938165	0.7778754	3.076019	0.7451374	1.456695	149.35	sub118
21	0.8782774	0.8669001	3.971056	0.9609633	3.198479	0.3354676	0.7939255	184.83	sub119
22	0.6081852	0.93946	1.156791	2.396135	1.278554	0.5013199	-0.5184456	241.89	sub11
23	0.6079742	0.9463724	1.909217	2.831414	1.531861	0.6335467	0.07186785	241.54	sub120
24	0.1631839	0.5044244	1.710737	2.08653	1.808122	0.04800118	0.01120504	259.56	sub121
25	0.948702	0.5324311	2.180361	2.013277	3.554128	0.6836312	1.676006	122.91	sub122
26	0.6423562	0.6136145	1.709058	2.139353	2.526658	0.5564794	1.879633	166.08	sub123
27	0.5187474	0.4312456	1.646486	2.067985	3.703939	0.4286861	1.643604	153.84	sub124
28	0.3474272	0.3277317	1.804823	1.66598	3.098629	0.9361952	3.402328	119.64	sub125
29	0.8401806	0.9337573	1.741129	1.171029	2.862171	0.2052395	2.753257	133.08	sub126
30	0.3813657	0.1670976	3.141817	0.9849551	2.558656	0.05662386	1.829176	178.09	sub127
31	0.02240699	0.365734	2.053359	2.107752	2.071278	0.7394836	-0.1334518	266.89	sub128
