1	0.3247675	0.7246193	2.156528	1.309776	0.01514165	0.8783053	231.8577	sub100
2	0.9350193	1.335271	3.283225	2.163785	0.5430724	2.127464	139.5178	sub101
3	0.05959581	1.612612	4.107248	1.653995	0.0690122	-0.5797343	201.313	sub102
4	0.8592878	1.543469	4.09287	0.2899035	0.7810141	1.05793	184.6078	sub103
5	0.8007359	6.483693	3.543964	5.623341	0.5101721	1.73718	112.8242	sub104
6	0.6448452	2.798177	1.83959	4.33684	0.3544289	2.657258	102.0739	sub105
7	0.0009275919	2.003126	1.974971	1.929817	0.4161194	1.120128	236.6139	sub106
8	0.5303671	1.196147	1.164797	2.881742	0.6895568	0.6683569	229.9043	sub107
9	0.916613	0.6108041	0.8326565	1.707026	0.9742068	0.2587439	241.1297	sub108
10	0.2674791	2.851705	1.044476	4.938047	0.9583708	1.02687	205.6678	sub109
11	0.5720215	0.3856945	0.5796991	2.037661	0.01764987	-0.1083705	256.9999	sub10
12	0.8888235	0.4992404	0.7888864	1.627439	0.7465842	-0.2838554	243.0596	sub110
13	0.9249287	5.492285	1.150637	2.958256	0.9459632	1.05244	156.1847	sub111
14	0.5163281	1.506034	2.445353	0.622066	0.9860717	-0.3148931	253.6406	sub112
15	0.3871582	1.518483	0.9574813	0.7529854	0.838433	0.2262757	263.6188	sub113
16	0.5376188	1.989388	2.062723	3.625118	0.4933238	6.97957	86.24096	sub114
17	0.3775111	4.343215	3.00065	7.031785	0.5893248	0.8383094	116.7111	sub115
18	0.6394126	7.020557	2.403039	4.566638	0.6996564	1.365575	129.5331	sub116
19	0.6360983	2.181243	2.007502	3.876219	0.9521917	1.272417	153.7927	sub117
20	0.7065051	4.684619	1.529585	4.33369	0.5293147	1.480911	146.2952	sub118
21	0.9233224	3.672089	1.324708	3.056115	0.5255853	0.7160269	183.4957	sub119
22	0.9642402	0.8143624	1.193445	0.863069	0.6555553	-0.5341807	242.9409	sub11
23	0.8791309	1.390187	1.642929	1.111776	0.8489038	0.05001039	241.6737	sub120
24	0.01946454	1.881572	1.987338	1.993652	0.1452564	0.02964794	260.967	sub121
25	0.7320685	2.376952	2.584986	4.756832	0.5853394	1.689909	123.6881	sub122
26	0.6398458	1.597985	1.653217	2.460056	0.8109555	1.84356	165.5092	sub123
27	0.3928986	1.746875	3.331988	4.213852	0.5073575	1.480981	153.5683	sub124
28	0.1575163	2.000928	2.785075	3.911425	0.1012839	3.095937	118.6787	sub125
29	0.8593573	1.916451	1.304734	2.767094	0.1020496	2.673657	133.1396	sub126
30	0.2892973	3.309922	2.536186	3.719699	0.02593174	1.756464	172.8601	sub127
31	0.01744115	1.728314	2.270076	1.977858	0.7137901	-0.1373641	266.7204	sub128
32	0.3709822	2.210277	2.894165	3.271953	0.7330867	0.9177556	183.7979	sub129
33	0.6842721	3.886267	1.765747	3.709878	0.8154001	1.300087	152.8337	sub12
34	0.8771106	6.633156	2.716207	3.103697	0.8304057	0.5272053	148.9375	sub130
35	0.72636	1.754779	1.697083	3.076091	0.9105274	2.116868	135.4611	sub131
36	0.9148043	3.724256	1.429054	3.102965	0.5779304	0.5571394	186.3452	sub132
37	0.9751195	4.013022	1.988378	3.133515	0.8672291	0.9775646	135.2583	sub133
38	0.095679	2.47707	5.623475	3.719916	0.06679681	0.1359287	184.749	sub134
39	0.9951062	4.717799	1.357567	2.799797	0.9206396	0.3464652	180.8334	sub135
40	0.3975086	4.031938	1.254848	4.240415	0.631287	1.517031	170.3796	sub136
41	0.7956173	0.6380488	1.059506	2.285313	0.03523864	0.7195857	214.683	sub137
42	0.8740411	1.623085	4.439522	1.790099	0.9194663	1.293414	166.9872	sub138
43	0.644606	4.82919	3.803106	3.705511	0.4437882	1.724728	128.8002	sub139
44	0.08255053	1.911412	5.624762	2.85173	0.05979914	0.5602191	204.8102	sub13
45	0.9911084	2.503271	1.965086	2.589442	0.3574738	3.236852	106.1026	sub140
46	0.1632108	1.578097	2.094199	2.76144	0.8749382	0.6979423	226.8594	sub141
47	0.5489636	0.8122973	0.4705046	1.764001	0.5430517	1.466283	221.7668	sub142
48	0.3799832	10.63132	2.573144	5.943337	0.7704965	1.917023	106.259	sub143
49	0.3182606	1.595852	3.045939	4.093785	0.981533	1.599748	158.3265	sub144
50	0.5738821	2.921901	2.991464	3.720265	0.7678034	2.061823	116.0127	sub145
51	0.09182274	2.734794	2.442775	1.584337	0.05475792	0.1284571	244.1216	sub146
52	0.5467054	2.700238	2.198151	1.651637	0.6834989	0.7556114	218.1007	sub147
53	0.2188033	2.488295	3.033232	5.469776	0.7853402	1.89259	150.8692	sub148
54	0.4145411	4.422553	2.441272	3.566479	0.7928336	0.7710829	184.993	sub149
55	0.6459446	2.706381	2.996893	3.869271	0.9059164	0.9746661	150.4336	sub14
56	0.3127262	3.992648	2.150826	5.449653	0.9650391	0.91798	173.0511	sub150
57	0.5586783	1.652306	1.59029	2.1637	0.1726813	3.627966	134.3931	sub151
58	0.846766	2.239886	0.7527103	0.5149384	0.05319722	0.3861536	261.2485	sub15
59	0.5461935	2.458017	1.873838	6.109583	0.03534655	3.133965	72.60702	sub16
60	0.01482848	2.313432	2.08453	7.215276	0.6046185	1.422505	197.6428	sub17
61	0.5571157	0.9903589	0.6427229	2.190434	0.3794207	0.5484805	222.8035	sub18
62	0.8153041	2.781525	1.825276	1.879197	0.6186157	1.025667	199.3278	sub19
63	0.4596854	4.076818	2.837065	6.511721	0.7024289	-0.04010174	158.3123	sub1
64	0.001780103	1.968019	1.960852	1.967482	0.3907811	0.1522678	244.1844	sub20
65	0.4013733	3.293131	2.954914	4.381956	0.5752806	0.2381689	193.3351	sub21
66	0.6244141	5.784155	0.9292145	2.794884	0.9531087	0.9176057	190.3981	sub22
67	0.5990975	3.547147	2.873556	2.58067	0.06207269	2.042286	141.6227	sub23
68	0.5746474	0.98988	1.700415	1.731294	0.6756747	0.3463389	244.5365	sub24
69	0.2915492	0.9164168	2.003547	1.193552	0.2487003	0.1632422	250.103	sub25
70	0.5772274	0.9136258	2.493891	0.8703094	0.1488281	0.07144699	251.08	sub26
71	0.5324212	3.404221	3.617594	6.050808	0.7190333	2.105536	87.55915	sub27
72	0.1953987	2.983978	2.946069	2.647008	0.8887922	0.1389347	233.9656	sub28
73	0.773109	1.120245	0.6597388	0.9624971	0.9324135	0.002545757	242.6736	sub29
74	0.6328765	1.131581	2.042499	2.557394	0.8242719	0.4264973	219.3802	sub2
75	0.8517511	1.47059	0.5185345	1.492993	0.7987008	-0.2030044	251.215	sub30
76	0.2955931	2.092709	1.35817	1.450442	0.02280648	-0.368466	260.6825	sub31
77	0.1424	3.155485	1.880847	2.025449	0.8405559	0.8212249	222.271	sub32
78	0.159583	1.169008	1.882564	2.062451	0.8366407	0.7571299	249.4613	sub33
79	0.4100839	1.852188	1.182299	4.11111	0.537447	1.801377	178.6998	sub34
80	0.5645173	4.193256	2.212217	4.176455	0.4251807	1.129349	163.2763	sub35
81	0.6350673	2.818817	1.652334	3.215694	0.4969751	0.4123374	209.9664	sub36
82	0.5222819	0.6685764	1.160844	2.023464	0.3465716	0.07359093	248.7365	sub37
83	0.0008709342	1.960601	1.965839	1.973907	0.3981029	0.3293031	260.3179	sub38
84	0.3138783	1.212684	3.044608	5.086487	0.8358169	0.3853277	201.1573	sub39
85	0.02904405	2.837522	6.945836	3.152212	0.00816207	0.4631432	237.275	sub3
86	0.6748992	2.168718	0.6135296	1.970091	0.2545863	0.1111352	248.9904	sub40
87	0.09589992	1.745603	1.664784	2.328984	0.3482517	-0.1246229	221.2003	sub41
88	0.48809	2.38029	1.036594	3.025115	0.6669541	1.532201	193.0073	sub42
89	0.5213262	1.907684	1.509046	2.282926	0.4801403	0.7585252	230.1501	sub43
90	0.05879862	1.398622	2.733309	2.564229	0.0320762	-0.5696333	246.4635	sub44
91	0.01089831	1.888481	1.879577	2.066713	0.4597537	0.2790143	231.1286	sub45
92	0.01954588	1.933562	2.951242	2.023984	0.8818396	0.08890849	267.2843	sub46
93	0.5766118	2.636044	1.891431	3.114851	0.1701221	0.6041296	195.0329	sub47
94	0.02326998	2.700581	2.324233	1.195704	0.03319915	0.5081113	259.7122	sub48
95	0.5764542	2.578922	1.463833	3.628122	0.4635331	1.650742	165.323	sub49
96	0.6149408	1.574033	1.997726	1.598224	0.661119	1.064876	216.3282	sub4
97	0.6764506	4.61822	1.758112	3.370756	0.6952871	1.219541	168.9301	sub50
98	0.05491519	2.147595	2.787266	2.049008	0.8836327	-0.04868546	262.2544	sub51
99	0.02282453	2.514821	6.002435	8.498711	0.7740963	1.056683	119.0101	sub52
100	0.6761443	3.913737	1.681842	2.257367	0.7656691	1.195213	193.0965	sub53
101	0.6531279	2.837601	1.703633	2.08699	0.5011789	0.8963177	209.966	sub54
102	0.9513465	3.210523	0.8262975	2.280538	0.9521079	0.5083548	197.0945	sub55
103	0.6333272	3.282732	2.140957	4.275677	0.3790794	0.9435595	174.2755	sub56
104	0.8570461	2.279247	0.4438427	2.34015	0.6691689	-0.1551807	233.2147	sub57
105	0.5631072	2.505014	1.104815	3.010053	0.8311266	0.2432133	214.9828	sub58
106	0.5806001	3.874917	1.109469	2.978582	0.6236356	0.5787747	216.1166	sub59
107	0.4633087	2.15037	3.537538	2.271216	0.270759	0.8068489	182.6808	sub5
108	0.2983176	2.820072	2.79202	2.708724	0.01698709	0.6249517	203.8646	sub60
109	0.7776111	1.006354	1.973248	1.29608	0.9186321	0.2688585	214.4767	sub61
110	0.1686807	2.825457	2.166291	4.750464	0.9592057	1.658364	150.7088	sub62
111	0.5689739	1.260941	1.94592	4.247756	0.9604506	1.20234	175.4711	sub63
112	0.9543827	0.9783442	0.417068	0.9923575	0.6748412	0.4906928	240.9136	sub64
113	0.9423081	6.539947	2.266353	3.523966	0.9298719	0.5634965	147.4679	sub65
114	0.1074899	3.573513	2.987834	8.441396	0.774931	2.405123	65.38145	sub66
115	0.6422201	7.103255	1.747069	4.072205	0.3001362	2.347925	105.3552	sub67
116	0.611187	2.610854	2.560593	3.107966	0.9594839	0.344133	184.1003	sub68
117	0.6028755	4.486725	3.105473	5.113123	0.4632118	1.343633	123.6164	sub69
118	0.7635563	2.489181	1.615639	2.970435	0.9331095	1.415844	156.2674	sub6
119	0.9905939	0.6582957	1.241171	1.811731	0.6501298	-0.7100545	233.5102	sub70
120	0.5469232	3.171634	3.862965	3.652011	0.5114403	1.796562	129.8217	sub71
121	0.5175129	3.457084	2.228762	5.391397	0.5847695	2.760972	96.1765	sub72
122	0.8109588	0.9808947	3.219235	4.704002	0.709791	1.398296	122.4329	sub73
123	0.6080584	1.833797	3.019153	2.854213	0.9772751	1.960106	141.7077	sub74
124	0.5552232	5.01738	4.065273	3.429321	0.01548473	1.099034	145.7886	sub75
125	0.8121877	0.8343564	1.566685	1.786133	0.8958103	0.2952287	227.093	sub76
126	0.964194	1.15266	1.492451	1.963267	0.4599899	1.002325	206.6232	sub77
127	0.6725803	1.112194	1.360523	1.44173	0.4491019	-0.1110621	252.3577	sub78
128	0.6441651	2.639069	2.054555	1.144053	0.91238	1.102922	204.169	sub79
129	0.4176212	2.282694	2.017089	3.655126	0.2514828	1.569948	168.1643	sub7
130	0.04105507	1.593597	2.015594	4.984385	0.9062762	0.4931738	219.5391	sub80
131	0.566605	2.354163	1.396089	3.367743	0.6695241	1.389801	175.2073	sub81
132	0.9359455	1.9439	0.9916136	1.936111	0.6258724	0.2062439	232.7364	sub82
133	0.8133094	1.149931	1.062158	1.310664	0.979206	1.211607	214.2818	sub83
134	0.7916216	1.22464	1.268669	1.744605	0.1350682	1.749272	191.318	sub84
135	0.8243672	3.205388	1.792999	1.860107	0.7921413	1.003653	195.4632	sub85
136	0.1531557	2.025523	3.91925	1.19549	0.62703	0.6362698	218.1425	sub86
137	0.01065871	1.963432	1.973368	1.901657	0.1508386	-0.07813599	266.3518	sub87
138	0.6370228	6.127891	2.818945	3.65108	0.692325	1.452338	153.4543	sub88
139	0.06768579	2.40361	5.187529	4.395926	0.5373723	0.7974852	194.7519	sub89
140	0.9219514	2.807973	0.9211335	2.382376	0.9404727	0.6570925	194.6718	sub8
141	0.979349	1.299046	0.4116177	1.665987	0.1777417	1.340221	211.6999	sub90
142	0.0536117	2.645078	3.017898	5.830749	0.1923217	1.928713	125.5584	sub91
143	0.4719707	1.393809	1.155346	2.518817	0.6945649	0.9933126	220.1532	sub92
144	0.2497439	2.008731	1.343679	0.8604347	0.06118987	-0.319081	252.2464	sub93
145	0.7951916	4.703642	2.203647	3.335229	0.9187498	1.350002	136.243	sub94
146	0.2057749	2.754281	2.3584	4.760558	0.9479275	1.256553	184.2959	sub95
147	0.3342965	1.064244	1.890253	1.131118	0.01474819	-0.7497972	248.816	sub96
148	0.855054	2.604491	1.20517	1.55585	0.8809062	0.7329337	213.7361	sub97
149	0.1765629	2.096628	2.007867	4.750066	0.2608808	1.300872	161.2816	sub98
150	0.8458199	2.240625	0.9069479	0.9983611	0.9292038	0.7167946	235.9082	sub99
151	0.05514738	1.406082	1.910604	1.543034	0.7922576	1.567457	184.4111	sub9
